Descrição_Categoria_Código,Textbox112,Textbox113,Descrição_Fonte_Código,Textbox98,Textbox99,Descrição_Especificação_Código,Textbox86,Textbox87,Descrição_Rubrica_Código,Textbox66,Textbox67,Descrição_Alínea_Código,Textbox55,Textbox56,Descrição_Sub_Alínea_Código,Textbox108,Textbox109,Valor_Previsto_Receita_Anual1,Valor_Realizado_Receita,Textbox32,Textbox33
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.2 - RECEITAS DE CONTRIBUIÇÕES,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2 - CONTRIBUIÇÕES ECONÔMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0 - CONTRIBUIÇÕES ECONOMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29.01 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50","R$ 16.500.000,00","R$ 15.115.187,60","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.2 - RECEITAS DE CONTRIBUIÇÕES,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2 - CONTRIBUIÇÕES ECONÔMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0 - CONTRIBUIÇÕES ECONOMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29.01 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50","R$ 16.500.000,00","R$ 15.425.686,19","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.2 - RECEITAS DE CONTRIBUIÇÕES,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2 - CONTRIBUIÇÕES ECONÔMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0 - CONTRIBUIÇÕES ECONOMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29.01 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50","R$ 16.500.000,00","R$ 15.777.040,82","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.2 - RECEITAS DE CONTRIBUIÇÕES,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2 - CONTRIBUIÇÕES ECONÔMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0 - CONTRIBUIÇÕES ECONOMICAS,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50",1.2.2.0.29.01 - CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO,"R$ 198.000.000,00","R$ 181.569.248,50","R$ 16.500.000,00","R$ 14.856.749,18","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 2.393,10","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 2.845,10","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 4.342,84","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 4.237,94","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 3.333,94","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 3.514,74","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 2.972,34","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 2.610,74","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 2.975,59","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 7.659,28","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 2.791,54","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.1 - ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",1.3.1.1.99 - OUTRAS RECEITAS DE ALUGUÉIS,"R$ 100.000,00","R$ 42.920,69",,"R$ 100.000,00","R$ 42.920,69","R$ 8.333,33","R$ 3.243,54","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 376.798,37","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 323.760,56","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 337.619,90","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 333.842,19","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 333.700,52","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 2.817.698,09","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 270.299,52","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 179.369,35","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 425.289,39","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 420.001,31","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 402.554,51","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.1 - RECEITAS IMOBILIÁRIAS,"R$ 5.100.000,00","R$ 6.786.538,23",1.3.1.9 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54",1.3.1.9.01.01 - OUTRAS RECEITAS IMOBILIARIAS,"R$ 5.000.000,00","R$ 6.743.617,54","R$ 416.666,67","R$ 522.683,83","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 0,00","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 0,00","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 178.137,36","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 185.393,46","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 0,00","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 4.032,98","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 1.919,66","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 0,00","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 3.430,44","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 0,00","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 0,00","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
1 - RECEITAS CORRENTES,"R$ 24.541.016.159,00","R$ 23.608.772.333,69",1.3 - RECEITA PATRIMONIAL,"R$ 596.327.850,00","R$ 436.369.011,79",1.3.2 - RECEITAS DE VALORES MOBILIÁRIOS,"R$ 517.743.850,00","R$ 380.498.199,84",1.3.2.2 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70",1.3.2.2.00.01 - DIVIDENDOS,"R$ 276.000,00","R$ 441.515,70","R$ 23.000,00","R$ 68.601,80","R$ 25.757.112.892,00","R$ 23.239.802.141,30"
